;World Equities;Emerging Equities;World Bonds;US High Yield;Oil;Dollar;Gold
31.12.1999;1420.89;489.42;140.509;508.108;25.6;101.87;288
07.01.2000;1375.88;492.1;140.697;505.785;24.22;100.72;281.75
14.01.2000;1402.14;515.63;139.454;505.351;28.02;101.72;284.2
21.01.2000;1376.52;507.49;139.421;505.37;29.66;101.81;289.1
28.01.2000;1334.47;499.05;138.197;505.752;27.22;104.48;283.25
04.02.2000;1380.88;515.43;137.986;505.96;28.82;104.29;310.3
11.02.2000;1365;529.45;137.393;506.24;29.44;104.1;310.95
18.02.2000;1333.48;518.6;137.486;506.68;29.51;104.63;305
25.02.2000;1332.04;505.52;137.624;507.201;30.35;105.26;292.6
03.03.2000;1383.94;516.31;137.952;505.928;31.51;106;288.8
10.03.2000;1373.68;518.63;138.595;505.497;31.76;105.71;289
17.03.2000;1399.44;499.91;139.601;503.866;30.91;105.2;284.6
24.03.2000;1447.93;514.12;139.463;502.907;28.02;104.77;285
31.03.2000;1431.94;499.4;141.033;498.944;26.9;105.44;279.08
07.04.2000;1432.62;500.3;140.876;499.978;25.04;105.97;280
14.04.2000;1329.98;464.27;140.51;499.99;25.57;105.47;282.6
21.04.2000;1362.52;450.56;140.51;499.99;27.35;107.45;280
28.04.2000;1370.11;451.36;136.675;498.833;25.74;110.14;273.55
05.05.2000;1357.15;446.25;134.39;496.753;27.29;111.31;278.95
12.05.2000;1344.75;431.91;135.17;496.21;29.62;109.9;276.15
19.05.2000;1314.59;425.34;134.668;494.487;29.89;111.47;274.25
26.05.2000;1302.29;410.21;137.645;492.967;30;109.12;272.25
02.06.2000;1390.18;448.7;139.259;495.434;30.35;108.12;281.15
09.06.2000;1379.61;453.12;139.99;498.471;30.2;106.99;283.85
16.06.2000;1380.48;443.93;141.418;500.338;32.33;105.96;289.25
23.06.2000;1365.73;439.09;139.793;501.491;32.25;108.1;283.15
30.06.2000;1377.72;445.52;141.118;502.07;32.5;106.84;289.53
07.07.2000;1394.35;451.7;140.091;503.341;30.28;107.65;283.65
14.07.2000;1404.51;454.95;139.234;504.484;31.4;108.45;281.3
21.07.2000;1377.75;442.43;139.273;506.526;30.93;108.44;280.35
28.07.2000;1329.38;421.13;138.972;505.609;28.18;109.74;278.38
04.08.2000;1345.52;423.5;138.812;506.491;29.96;110.85;273.5
11.08.2000;1357.52;425.76;138.691;508.243;31.02;111.21;275.15
18.08.2000;1370.69;429.85;138.676;507.782;31.99;111.01;276.65
25.08.2000;1383.45;426.79;138.844;509.281;32.03;111.35;274.25
01.09.2000;1395.15;423.72;139.103;512.091;33.38;111.42;276.75
08.09.2000;1353.77;419.29;136.858;515.398;33.63;114.34;273.05
15.09.2000;1326.19;405.85;136.009;515.355;35.92;116.1;272.45
22.09.2000;1309.53;377.62;137.457;511.341;32.68;113.82;272.15
29.09.2000;1305.24;386.03;137.643;508.782;30.84;113.25;274.25
06.10.2000;1289.48;383.29;136.742;506.515;30.86;114.85;269.65
13.10.2000;1247.98;355.18;137.025;501.102;34.99;115.86;272.65
20.10.2000;1252.56;358.51;135.607;496.588;33.75;117.16;271.55
27.10.2000;1253.72;357.06;135.99;495.862;32.74;117.39;264.55
03.11.2000;1295.78;369.45;137.413;492.609;32.71;114.97;265.15
10.11.2000;1252.45;365.18;137.269;492.869;34.02;115.79;264.75
17.11.2000;1243.87;353.97;136.871;491.371;35.45;117.31;265.75
24.11.2000;1214.76;338.9;136.063;485.877;35.4;118.48;266.35
01.12.2000;1210.53;329.31;138.854;477.951;32.02;114.73;269.4
08.12.2000;1245.38;348.24;140.377;480.58;28.44;114.05;272.8
15.12.2000;1211.47;340.92;141.391;487.17;28.87;112.9;270.95
22.12.2000;1197.95;330.81;143.301;488.714;26.18;110.82;273.95
29.12.2000;1221.25;333.79;143.793;488.524;26.8;109.56;272.25
05.01.2001;1211.43;348.56;145.136;495.72;27.95;108.42;268.15
12.01.2001;1211.98;353.23;143.563;506.197;30.05;109.27;264.3
19.01.2001;1229.6;370.48;143.238;511.367;32.19;110.67;264.75
26.01.2001;1231.86;370.79;142.556;514.621;29.77;111.46;263.05
02.02.2001;1229.95;376.73;144.184;519.063;31.19;110.32;267.55
09.02.2001;1194.63;368.18;143.359;522.97;31.03;111.52;260.65
16.02.2001;1180.34;369.21;143.177;524.132;29.16;112.26;258.95
23.02.2001;1134.8;348.09;142.541;523.086;29.04;112.03;261.55
02.03.2001;1130.22;344.01;144.531;525.326;27.84;111.17;262.85
09.03.2001;1133.75;346.43;144.298;528.894;28.01;111.44;271.75
16.03.2001;1050.53;326.44;141.944;523.917;26.74;115.32;259.05
23.03.2001;1039.65;317.19;141.952;517.469;27.3;115.94;262.3
30.03.2001;1061.26;313.14;139.935;519.172;26.29;117.37;257.95
06.04.2001;1053.08;304.98;141.74;509.541;27.06;114.75;260.05
13.04.2001;1088.11;312.83;141.494;509.386;28.25;115.54;259.25
20.04.2001;1130.58;319.11;140.478;510.268;27.28;114.32;264.65
27.04.2001;1137.86;323.73;139.881;513.316;28.27;115.62;263.65
04.05.2001;1150.75;329.55;141.311;519.465;28.36;114.93;266.15
11.05.2001;1132.91;326.97;139.346;520.145;28.55;116.84;268.05
18.05.2001;1155.99;333.5;139.263;521.492;29.91;116.41;287.55
25.05.2001;1143.75;335.56;138.395;522.996;28.38;118.18;277.65
01.06.2001;1122.64;329.44;139.14;523.326;27.93;118.89;267.05
08.06.2001;1125.45;334.64;138.587;523.733;28.33;119.21;273.75
15.06.2001;1085.37;326.99;139.718;519.681;28.51;118.29;271.55
22.06.2001;1087.42;322.63;139.357;513.673;26.83;118.91;272.6
29.06.2001;1084.79;322.89;137.759;512.48;26.25;119.47;270.85
06.07.2001;1050.75;311.42;137.491;515.057;28.21;119.9;266.25
13.07.2001;1066.91;301.84;138.457;513.962;26.59;119.33;267.35
20.07.2001;1063.46;297.69;140.91;514.214;25.59;117.21;270.05
27.07.2001;1058.54;299.95;141.247;518.65;27.02;116.94;267.55
03.08.2001;1076.81;306.89;142.053;522.489;27.62;116.14;268.55
10.08.2001;1053.9;301.69;143.964;525.3;28.05;115.29;274.55
17.08.2001;1041.46;300.45;146.318;525.461;26.68;112.99;279.25
24.08.2001;1057.95;298.74;145.789;523.877;26.9;113.33;272.85
31.08.2001;1016.73;298.17;146.417;525.644;27.2;113.42;274.4
07.09.2001;971.41;290.16;145.798;523.753;28.03;114.05;273.15
14.09.2001;946.33;260.87;148.639;510.131;29.53;114.15;285.55
21.09.2001;856.6;245.64;147.969;498.409;26.59;112.92;291.45
28.09.2001;926.02;251.4;147.62;491.625;23.43;113.41;293.25
05.10.2001;952.51;252.79;148.736;491.559;22.39;112.79;291
12.10.2001;968.05;262.86;147.05;496.972;22.5;113.61;284.45
19.10.2001;949.26;264.01;147.038;502.011;21.83;114.88;279.65
26.10.2001;976.42;271.53;147.009;505.073;22.03;115.54;277.35
02.11.2001;960.79;269.96;149.554;506.762;20.18;114.46;279.95
09.11.2001;986.33;279.98;149.641;511.65;22.22;115.1;277.45
16.11.2001;998.96;291.64;145.968;516.423;18.03;116.41;274.85
23.11.2001;1002.48;297.73;144.461;520.027;18.96;117.34;272.9
30.11.2001;997.93;294.43;146.869;522.867;19.44;116.13;274.4
07.12.2001;1013.71;317.15;144.132;521.999;19.04;116.07;274.55
14.12.2001;979.91;309;145.143;516.704;19.23;114.93;278.45
21.12.2001;992.43;305.38;143.56;518.049;19.62;116.98;278.15
28.12.2001;1007.97;315.22;142.352;518.823;20.41;117.25;276.55
04.01.2002;1023.49;332.53;143.224;522.943;21.62;116.33;278.95
11.01.2002;997.01;325.83;143.889;527.339;19.68;116.64;287.55
18.01.2002;980.08;320.6;143.117;524.679;18;117.64;283.55
25.01.2002;978.14;328.45;140.522;525.052;19.99;119.85;279.45
01.02.2002;967.44;327.03;140.988;522.029;20.38;119.69;286.25
08.02.2002;949.11;324.85;141.635;520.158;20.26;118.98;303.75
15.02.2002;961.94;334.42;142.493;519.365;21.5;118.55;297.85
22.02.2002;946.27;326.82;142.669;516.733;21.07;118.48;292.75
01.03.2002;980.73;336.7;141.529;518.004;22.4;119.4;298.15
08.03.2002;1020.41;346.71;142.534;524.726;23.84;117.99;289.75
15.03.2002;1020.33;346.7;142.635;527.372;24.51;117.18;290.05
22.03.2002;1006.18;351.31;141.23;528.717;25.35;118.05;297.75
29.03.2002;1003.6;351.43;141.23;528.717;26.31;118.62;302.65
05.04.2002;990.93;354.58;142.762;530.051;26.21;117.69;300.05
12.04.2002;976.24;352.31;142.916;532.844;23.47;117.74;302.15
19.04.2002;996.91;363.42;143.844;535.885;26.38;116.29;302.35
26.04.2002;967.58;358.17;146.012;536.97;27.11;115.04;311.35
03.05.2002;968.42;354.06;147.435;537.209;26.62;113.59;311.95
10.05.2002;956.61;349.25;146.9;536.627;27.99;113.92;311.05
17.05.2002;994.87;360.73;147.671;532.503;28.18;113;311.05
24.05.2002;980.38;356.52;148.741;534.589;25.88;112.8;320.55
31.05.2002;967.85;346.28;150.067;534.846;25.31;111.81;326.55
07.06.2002;933.08;340.31;150.85;532.287;24.75;110.99;323.95
14.06.2002;905.7;336.24;152.504;527.552;25.94;110.76;319.35
21.06.2002;894.9;324.11;155.19;524.099;25.53;108.19;324.65
28.06.2002;907.81;319.75;157.076;496.667;26.86;106.11;314.45
05.07.2002;905.02;326.21;155.809;491.489;26.8;107.74;311.55
12.07.2002;853.37;328.12;159.477;492.343;27.48;105.89;316.05
19.07.2002;806.14;321.25;161.868;490.247;27.83;104.06;323.95
26.07.2002;785.78;292.32;159.71;476.973;26.54;106.61;303.75
02.08.2002;795.79;293.25;160.153;479.072;26.84;106.67;307.35
09.08.2002;829.45;292.81;159.491;475.876;26.86;108.18;314.55
16.08.2002;842.66;298.2;160.902;473.101;29.33;106.65;313.95
23.08.2002;852.46;301.54;160.902;473.101;28.63;107.97;307.05
30.08.2002;830.58;298.89;161.56;488.859;28.98;106.98;312.75
06.09.2002;808.07;289.1;162.962;489.274;29.61;106.84;320.25
13.09.2002;798.17;292.52;162.111;492.833;29.81;108.06;316.85
20.09.2002;760.8;281.26;161.804;488.938;29.61;107.53;322.15
27.09.2002;752.08;270.7;161.65;483.366;30.54;107.53;319.95
04.10.2002;727.58;269.62;162.353;477.159;29.62;107.6;322.25
11.10.2002;749.32;255.98;161.916;466.651;29.37;107.25;316.75
18.10.2002;789.83;276.85;159.241;469.017;29.6;108.52;312.85
25.10.2002;792.81;279.99;160.455;472.316;27.05;107.92;313.85
01.11.2002;798.85;282.09;163.287;477.608;27.13;106.08;319.75
08.11.2002;800.4;292.75;165.953;487.047;25.78;104.5;321.55
15.11.2002;809.75;292.44;164.964;491.355;25.51;105.04;320.55
22.11.2002;828.58;297.33;163.341;503.439;26.76;106.12;321.05
29.11.2002;833.47;302.36;163.113;505.529;26.89;106.38;318.15
06.12.2002;810.42;299.28;164.231;505.369;26.93;105.36;326.25
13.12.2002;793.31;298.58;167.072;507.93;28.44;103.98;333.15
20.12.2002;796.21;301.89;168.033;511.243;30.56;103.47;340.75
27.12.2002;784.06;295.99;169.985;512.818;32.72;102.41;349.25
03.01.2003;813.91;299.98;169.266;515.276;33.08;102.47;351.25
10.01.2003;824.47;302.86;170.445;528.691;31.68;101.23;354.75
17.01.2003;808.77;301.96;172.917;527.954;33.91;100.55;356.55
24.01.2003;777.97;293.9;174.962;529.244;33.28;99.22;368.25
31.01.2003;767.48;290.44;173.526;528.007;33.51;99.91;368.15
07.02.2003;750.08;284.59;174.413;526.876;35.12;99.57;369.75
14.02.2003;754.25;279.25;174.056;523.557;36.8;100.04;351.55
21.02.2003;763.52;286.75;175.295;529.086;36.79;100.09;351.35
28.02.2003;752.86;281.29;175.994;534.796;36.6;99.71;349.95
07.03.2003;737.98;274.43;179.473;538.583;37.78;98.04;350.75
14.03.2003;740.35;275.25;175.6;540.21;35.38;99.99;336.35
21.03.2003;785.87;282.19;170.97;542.502;28.61;102;326.05
28.03.2003;762.95;277.32;174.092;547.845;30.16;99.96;331.85
04.04.2003;774.86;281.02;173.681;557.182;28.62;100.4;325.55
11.04.2003;770.3;284.7;174.08;558.271;28.14;100.18;328.05
18.04.2003;792.77;297.28;174.08;558.271;30.55;99.28;325.95
25.04.2003;794.41;285.77;176.975;574.171;26.26;98.36;333.25
02.05.2003;822.5;296.71;179.304;582.573;25.67;96.75;340.95
09.05.2003;831.39;302.46;183.128;583.456;27.72;94.98;348.55
16.05.2003;844.29;303.02;185.439;585.586;29.14;94.08;354.75
23.05.2003;836.94;307.08;187.932;583.075;29.16;93.05;368.75
30.05.2003;857.65;315.44;186.348;585.613;29.56;93.29;364.45
06.06.2003;883.29;324.48;186.825;592.58;31.28;93.48;363.75
13.06.2003;887.46;330.16;190.1;599.64;30.65;92.22;356.65
20.06.2003;894.19;336.28;186.301;603.21;30.82;93.91;357.38
27.06.2003;874.18;333.57;183.102;601.193;29.27;95.04;345.25
04.07.2003;883.66;344.82;183.401;601.183;30.42;94.55;350.85
11.07.2003;889.53;346.42;182.249;604.376;31.28;95.8;345.2
18.07.2003;881.67;344.54;179.687;603.604;31.96;96.63;347.25
25.07.2003;894.61;350.41;182.076;601.309;30.17;94.96;362.75
01.08.2003;880.79;353.23;177.947;590.054;32.31;96.66;346.15
08.08.2003;878.4;349.61;180.199;586.946;32.18;96.36;356.75
15.08.2003;895.26;362.18;178.055;583.24;31.05;96.65;363.75
22.08.2003;897.74;372.85;175.576;594.708;31.84;98.83;362.95
29.08.2003;905.32;375.52;176.623;600.58;31.57;98.1;375.55
05.09.2003;922.87;384.73;176.978;606.277;28.88;97.09;377.35
12.09.2003;922.99;383.97;179.364;609.459;28.27;96;375.25
19.09.2003;942.48;382.83;182.034;614.308;27.03;94.78;381.85
26.09.2003;912.19;376.66;184.794;614.966;28.16;93.85;380.85
03.10.2003;944.23;390.32;185.469;618.043;30.4;93.1;369.55
10.10.2003;956.27;407.88;187.778;622.165;31.97;91.52;373.05
17.10.2003;959.43;409.65;185.278;626.398;30.68;92.29;371.65
24.10.2003;946.11;400.68;187.591;626.144;30.16;91.43;388.55
31.10.2003;962.71;409.11;185.512;629.53;29.11;92.73;384.25
07.11.2003;967.33;416.47;183.301;630.87;30.85;93.02;383.05
14.11.2003;970.02;417.67;187.844;633.183;32.37;91.37;397.55
21.11.2003;955.98;403.72;189.306;635.76;32.86;90.6;396.05
28.11.2003;976.02;413.33;188.501;637.898;30.41;90.23;398.15
05.12.2003;987.82;419.68;191.034;644.911;30.73;89.14;406.35
12.12.2003;995.22;426.37;192.685;647.088;33.04;88.6;408.85
19.12.2003;1008.52;427.76;193.626;650.085;33.02;88.15;409.35
26.12.2003;1018.31;433.36;195.195;651.7;32.86;87.63;412.25
02.01.2004;1038.06;450.7;195.366;652.751;32.52;86.92;415.85
09.01.2004;1056.79;468.07;199.501;663.895;34.31;85.11;426.38
16.01.2004;1059.63;459.11;196.426;667.061;35.07;87.73;406.75
23.01.2004;1071.69;467.9;198.973;670.46;34.94;86.56;408.08
30.01.2004;1052.29;457.19;196.414;662.988;33.05;87.2;402.45
06.02.2004;1064.2;459.98;199.608;657.317;32.48;86.02;403.35
13.02.2004;1074.32;480.05;200.962;662.827;34.56;85.55;410.15
20.02.2004;1070.73;475.48;197.423;662.171;35.6;87.24;397.55
27.02.2004;1068.65;477.73;196.938;662.592;36.16;87.31;396.15
05.03.2004;1082.16;488.31;196.348;666.537;37.26;88.17;401.25
12.03.2004;1041.93;466.8;195.521;667.218;36.19;89.12;395.25
19.03.2004;1043.96;476.81;198.702;665.808;38.08;88.13;412.35
26.03.2004;1039.98;466.63;197.431;665.557;35.73;88.89;422.35
02.04.2004;1073.33;487.02;197.022;665.373;34.39;88.51;420.65
09.04.2004;1071.68;493.89;197.022;665.373;37.14;88.97;420.05
16.04.2004;1062.59;482.35;193.358;665.179;37.74;89.94;400.55
23.04.2004;1063.69;478.23;190.764;665.269;36.46;91.08;395.05
30.04.2004;1035.66;441.3;191.175;662.737;37.38;90.48;386.75
07.05.2004;1025.13;433.52;189.03;652.3;39.93;91.13;378.75
14.05.2004;1006.94;409.14;187.292;641.425;41.38;91.66;376.65
21.05.2004;1016.32;419.41;190.011;646.236;40.92;90.49;384.35
28.05.2004;1041.85;434.13;192.619;651.716;39.88;88.9;393.35
04.06.2004;1043.44;422.33;191.63;651.697;38.49;88.54;389.95
11.06.2004;1052.18;419.24;189.976;654.212;38.45;90.01;384.55
18.06.2004;1056.68;417.14;191.953;657.544;38.75;89.08;394.85
25.06.2004;1059.65;431.17;193.073;661.045;37.55;88.88;401.55
02.07.2004;1054.75;429.97;194.949;663.98;38.39;87.99;397.95
09.07.2004;1047.73;429.25;195.954;667.594;39.96;87.42;407.65
16.07.2004;1039.2;428.58;196.837;671.785;41.25;87.14;406.65
23.07.2004;1016.78;421.41;193.128;672.044;41.71;89.26;390.15
30.07.2004;1026.99;423.14;192.014;670.578;43.8;89.96;391.05
06.08.2004;1003.81;421.28;196.277;673.753;43.95;88.36;399.75
13.08.2004;999.32;421.79;196.989;673.825;46.58;87.9;398.95
20.08.2004;1023.34;432.2;197.518;677.379;47.86;88.12;412.75
27.08.2004;1032.6;438.12;195.314;680.944;43.18;89.77;403.25
03.09.2004;1036.24;442.46;194.753;682.999;43.99;89.63;401.05
10.09.2004;1049.52;450.56;197.982;687.473;42.81;88.39;402.75
17.09.2004;1051.62;460.68;196.881;690.57;45.59;88.84;405.65
24.09.2004;1041.53;461.29;198.233;692.655;48.88;88.4;407.83
01.10.2004;1062.85;470.55;198.676;692.121;50.12;87.63;419.47
08.10.2004;1064.1;481.7;199.634;695.932;53.31;87.51;422.78
15.10.2004;1051.21;466.45;201.314;697.775;54.93;87.09;418.8
22.10.2004;1049.82;468.15;203.693;698.864;55.17;85.87;424.23
29.10.2004;1072.7;474.27;205.058;705.211;51.76;84.91;428.55
05.11.2004;1108.5;490.35;206.22;710.457;49.61;84.01;433.55
12.11.2004;1122.84;497.78;207.375;710.437;47.32;83.69;437.85
19.11.2004;1121.21;505.8;209.925;713.546;48.44;83.31;447.05
26.11.2004;1132.85;511.7;212.229;714.479;49.44;81.78;451.95
03.12.2004;1144.32;520.82;213.402;714.495;42.54;80.98;455.9
10.12.2004;1128.1;503.92;211.679;718.835;40.71;82.67;434.2
17.12.2004;1139.29;520.91;212.52;720.494;46.28;82.16;441.5
24.12.2004;1163.05;531.6;212.52;720.494;44.18;81.28;442.65
31.12.2004;1169.34;542.17;215.663;723.255;43.45;80.85;438.45
07.01.2005;1139.91;518.96;210.617;722.487;45.43;83.6;419.05
14.01.2005;1141.07;528.16;212.951;720.053;48.38;82.97;423.15
21.01.2005;1128.22;525.49;212.213;718.835;46.91;83.26;427.25
28.01.2005;1133.4;535.71;212.496;721.956;47.18;83.48;427
04.02.2005;1157.97;549.46;212.624;727.347;46.48;84.39;414.7
11.02.2005;1163.3;553.84;210.88;729.673;47.16;84.57;420.9
18.02.2005;1169.16;566.62;210.967;731.421;48.35;83.49;427.42
25.02.2005;1177.14;581.73;211.979;732.995;51.49;82.66;435.25
04.03.2005;1192.43;585.26;212.768;733.618;53.78;82.52;434.3
11.03.2005;1181.57;585.03;213.856;731.633;54.43;81.42;444.95
18.03.2005;1169.19;564.03;212.687;725.643;56.72;82.05;439.35
25.03.2005;1147.04;548.44;212.687;725.643;54.84;84.15;424.88
01.04.2005;1148.16;555.86;210.168;713.278;57.27;84.43;426.25
08.04.2005;1153.65;555.44;208.501;717.668;53.32;84.4;427.1
15.04.2005;1123.82;535.99;210.966;710.193;50.49;84.56;424.9
22.04.2005;1129.86;537.62;213.527;712.547;55.39;83.5;434.6
29.04.2005;1123.64;531.99;213.613;705.322;49.72;84.43;434.4
06.05.2005;1140.62;550.78;212.89;707.642;50.96;84.62;426.2
13.05.2005;1118.4;537.3;211.096;702.139;48.67;86.1;420.4
20.05.2005;1137.93;544.38;209.601;703.942;46.8;86.63;417.65
27.05.2005;1147.67;550.5;210.093;715.561;51.85;86.42;420.45
03.06.2005;1146.65;555.79;209.764;726.653;55.03;88.04;422.45
10.06.2005;1147.4;556.16;208.508;724.299;53.54;88.69;427.05
17.06.2005;1166.84;569.96;208.04;727.004;58.47;87.65;437.65
24.06.2005;1149.81;567.25;208.49;728.623;59.84;88.78;439.95
01.07.2005;1147.83;568.16;205.817;732.098;58.75;90.13;427.4
08.07.2005;1156.7;564.09;204.796;733.47;59.63;90.25;423.1
15.07.2005;1173.75;582.83;204.73;739.463;58.09;89.72;421.55
22.07.2005;1182.14;596.12;206.352;740.128;58.65;89.64;425
29.07.2005;1188.17;602.56;205.652;743.172;60.57;89.35;429.8
05.08.2005;1187.88;615.71;206.104;740.417;62.31;88.06;437.3
12.08.2005;1208.2;621.3;209.123;741.286;66.86;86.98;446.2
19.08.2005;1190.99;604.18;206.983;743.733;65.35;88.6;436.3
26.08.2005;1184.73;604.76;209.374;746.229;66.13;87.86;437.7
02.09.2005;1207.36;624;212.608;745.07;67.57;86.3;444.4
09.09.2005;1225.59;633.59;211.597;745.746;64.08;86.89;449.2
16.09.2005;1220.98;640.21;207.994;744.147;63;88.06;459.75
23.09.2005;1204.53;640.73;206.952;739.13;64.19;89.29;463.25
30.09.2005;1224.31;661.32;205.308;738.709;66.24;89.52;469.3
07.10.2005;1193.97;637.9;205.194;736.908;61.84;89.17;474.85
14.10.2005;1183.86;618.36;203.717;729.687;62.63;89.46;469.7
21.10.2005;1168.08;607.83;203.365;737.216;61.03;90.31;466.9
28.10.2005;1182.67;605.69;202.912;732.701;61.22;89.59;473.5
04.11.2005;1207.15;637.38;198.609;734.311;60.58;91.26;456.9
11.11.2005;1216.39;646.64;198.359;734.353;57.53;91.98;468.7
18.11.2005;1227.14;657.74;198.054;732.575;56.14;91.93;485.8
25.11.2005;1243.4;667.16;199.243;734.921;58.71;92.04;496.08
02.12.2005;1249.71;679.1;198.413;737.303;59.32;91.93;503.38
09.12.2005;1252.59;683.73;199.407;739.07;59.39;91.25;526.4
16.12.2005;1267.83;689.64;203.776;741.128;58.06;89.71;503.25
23.12.2005;1270.98;703.32;202.428;741.845;58.43;90.78;502.8
30.12.2005;1257.78;706.48;201.662;743.58;61.04;91.17;517
06.01.2006;1308.15;744.63;206.67;750.22;64.21;88.91;539.95
13.01.2006;1306.77;756.75;206.542;750.112;63.92;88.89;557.35
20.01.2006;1281.7;754.22;205.773;750.526;68.35;88.97;554.5
27.01.2006;1311.68;779.37;204.197;753.564;67.76;89.32;559.5
03.02.2006;1296.13;767.59;202.154;755.889;65.37;89.89;568.9
10.02.2006;1291.21;771.21;202.127;754.985;61.84;90.55;551
17.02.2006;1301.88;778.56;202.222;758.796;59.88;90.64;552.1
24.02.2006;1313.12;786.06;202.223;759.427;62.91;90.61;559.05
03.03.2006;1311.7;784.85;202.773;758.585;63.67;89.66;565.4
10.03.2006;1303.84;752.45;199.773;758.114;59.96;90.85;541.05
17.03.2006;1338.58;782.39;203.378;762.288;62.77;88.92;554.1
24.03.2006;1335.52;774.14;201.756;765.504;64.26;90.07;560.13
31.03.2006;1335.07;787.8;201.042;764.965;66.63;89.73;583.65
07.04.2006;1346.29;814.06;200.122;764.57;67.39;89.69;588.85
14.04.2006;1334.98;809.06;200.122;764.57;69.32;89.59;603
21.04.2006;1370.01;843.6;202.3;767.299;71.95;88.05;633.98
28.04.2006;1373.38;841.58;205.508;769.169;71.88;86.11;654.43
05.05.2006;1399.6;870.38;207.617;770.287;70.19;85.14;683.8
12.05.2006;1373.12;856.95;209.038;771.327;72.04;83.91;714.8
19.05.2006;1321.98;786.47;207.966;769.151;68.53;84.88;657.6
26.05.2006;1332.43;769.7;208.53;769.16;71.37;85.16;653.7
02.06.2006;1342.76;767.11;210.572;770.366;72.33;84.04;638.2
09.06.2006;1283.85;706.1;207.572;768.961;71.63;85.72;607.45
16.06.2006;1278.1;706.75;206.657;764.696;69.88;85.94;581.15
23.06.2006;1277.43;699.76;203.869;760.436;70.87;86.88;583.05
30.06.2006;1319.93;747.54;207.184;766.109;73.93;85.16;615.85
07.07.2006;1319.12;751.51;207.636;768.229;74.09;85.01;629.25
14.07.2006;1274.69;722.67;206.238;768.093;77.03;86.1;664.15
21.07.2006;1279.85;729.88;207.217;770.483;73.08;85.93;619.75
28.07.2006;1328.16;755.4;208.652;773.76;73.24;85.38;634.75
04.08.2006;1335.69;763.4;210.531;777.86;74.76;84.58;646.5
11.08.2006;1318.5;768.47;208.401;778.449;74.35;85.49;632.55
18.08.2006;1354.91;777.22;209.672;782.533;71.14;85.09;614.9
25.08.2006;1345.06;766;209.867;783.616;72.51;85.38;622.53
01.09.2006;1365.17;778.57;211.049;787.255;69.19;84.92;625.45
08.09.2006;1344.48;770.11;209.775;790.024;66.25;85.95;610.8
15.09.2006;1355.1;771.51;209.624;792.525;63.33;85.98;579.34
22.09.2006;1354.46;764.86;212.743;793.646;60.55;85.16;589.6
29.09.2006;1373.37;778.16;210.54;796.917;62.91;86.03;598.3
06.10.2006;1383.81;783.79;209.189;799.637;59.76;86.5;574.1
13.10.2006;1398.12;803.67;207.279;801.472;58.57;87.12;590.4
20.10.2006;1409.58;807.13;208.718;803.31;56.82;86.27;591.5
27.10.2006;1424.88;814.83;211.12;806.622;60.75;85.56;599.95
03.11.2006;1413.91;826.91;211.169;810.328;59.14;85.71;627.4
10.11.2006;1431.87;842.7;213.412;814.986;59.59;85.07;628.56
17.11.2006;1439.75;843.76;212.835;818.325;55.81;85.31;621.7
24.11.2006;1447.92;862.97;216.374;817.907;59.24;83.66;638.2
01.12.2006;1452.99;875.71;219.602;822.586;63.43;82.48;645.6
08.12.2006;1469.49;885.44;218.336;826.055;62.03;83.29;625.15
15.12.2006;1483.77;891.64;215.113;826.275;63.43;84.04;615.35
22.12.2006;1472.99;892.95;214.851;828.279;62.41;83.81;621.01
29.12.2006;1483.58;912.65;214.178;829.962;61.05;83.65;636.7
05.01.2007;1469.8;893.96;212.965;831.834;56.31;84.64;607.4
12.01.2007;1487.56;884.53;211.204;833.426;52.99;85.02;627.2
19.01.2007;1493.56;896.78;211.368;837.411;51.99;84.86;635.4
26.01.2007;1487.3;901.99;210.449;839.161;55.42;85.23;646
02.02.2007;1515.72;919.62;211.445;840.888;59.02;84.96;647.85
09.02.2007;1513.76;924.16;211.458;845.878;59.89;84.88;666.85
16.02.2007;1536.74;937.11;213.972;850.453;59.39;84.06;669.05
23.02.2007;1538.93;940.24;213.748;852.602;61.14;84.05;682.55
02.03.2007;1470.04;877.6;216.862;848.476;61.64;83.74;642.45
09.03.2007;1485.23;889.33;215.752;852.089;60.05;84.25;650.28
16.03.2007;1469.67;882.88;218.338;850.15;57.11;83.19;653.4
23.03.2007;1526.85;923.44;217.246;852.773;62.28;83.28;657.4
30.03.2007;1514.18;929.03;216.772;852.346;65.87;82.93;663.8
06.04.2007;1542.02;950.45;216.772;852.346;64.28;82.992;675
13.04.2007;1553.66;968.99;216.651;855.149;63.63;82.129;685.52
20.04.2007;1583.14;979.57;218.064;860.56;63.38;81.643;691.95
27.04.2007;1584.09;975.81;218.357;862.769;66.46;81.529;681.55
04.05.2007;1597.45;995.29;217.911;865.03;61.93;81.741;688.85
11.05.2007;1593.84;990.84;217.394;866.955;62.37;82.116;670.85
18.05.2007;1604.62;1005.71;215.985;868.011;64.94;82.197;661.75
25.05.2007;1599.4;1004.87;214.96;869.3;65.2;82.331;656
01.06.2007;1625.22;1031.52;213.931;869.363;65.08;82.322;671.75
08.06.2007;1585.93;1006.86;212.457;862.293;64.76;82.691;648.85
15.06.2007;1619.22;1049.36;212.457;862.293;68;82.851;655.35
22.06.2007;1598.1;1064.22;211.632;858.137;69.14;82.336;654.3
29.06.2007;1602.36;1059.69;213.39;855.003;70.68;81.92;649.65
